prix,surface,ville,type_bien,nb_pieces,source
0.0,Bir Ali Ben Khalifa,Sfax,,,tayara
700.0,Carthage,Tunis,,,tayara
1600.0,Jardins De Carthage,Tunis,,,tayara
1700.0,Jardins De Carthage,Tunis,,,tayara
899.0,Carthage,Tunis,,,tayara
798.0,Sahloul,Sousse,,,tayara
900.0,La Goulette,Tunis,,,tayara
600.0,El Menzah 6,Ariana,,,tayara
0.0,Monastir,Monastir,,,tayara
9200.0,Lac 2,Tunis,,,tayara
1499.0,El Menzah 6,Ariana,,,tayara
152000.0,El Manar 1,Tunis,,,tayara
740.0,El Menzah 6,Ariana,,,tayara
700.0,El Manar 1,Tunis,,,tayara
32800.0,Le Kram,Tunis,,,tayara
16400.0,Le Kram,Tunis,,,tayara
6750.0,Lac 1,Tunis,,,tayara
2500.0,Lac 1,Tunis,,,tayara
2000.0,Béni Khiar,Nabeul,,,tayara
2700.0,Lac 2,Tunis,,,tayara
2200.0,Montplaisir,Tunis,,,tayara
4000.0,Montplaisir,Tunis,,,tayara
1200.0,Montplaisir,Tunis,,,tayara
500.0,Hammam Lif,Ben Arous,,,tayara
370.0,Radès,Ben Arous,,,tayara
3000.0,Radès,Ben Arous,,,tayara
350000.0,Kébili,Kébili,,,tayara
3700.0,Sahloul,Sousse,,,tayara
1050.0,El Manar 1,Tunis,,,tayara
1100.0,tunis,tunis,,,tayara
2500.0,tunis,tunis,,,tayara
549.0,Route TANIOUR,Sfax,,,tayara
899.0,Sahloul,Sousse,,,tayara
0.0,Mornag,Ben Arous,,,tayara
0.0,Route SOKRA,Sfax,,,tayara
335000.0,Ezzahra,Ben Arous,,,tayara
900.0,Gammarth,Tunis,,,tayara
1350.0,L Aouina,Tunis,,,tayara
0.0,Hammamet,Nabeul,,,tayara
303000.0,Ezzahra,Ben Arous,,,tayara
0.0,Mnihla,Ariana,,,tayara
130000.0,Hammam Lif,Ben Arous,,,tayara
1100.0,Cité Ennasr 2,Ariana,,,tayara
0.0,M Saken,Sousse,,,tayara
900.0,L Aouina,Tunis,,,tayara
2800.0,tunis,tunis,,,tayara
1.0,Chotrana 1,Ariana,,,tayara
950.0,Hammam Sousse,Sousse,,,tayara
2900.0,La Marsa,Tunis,,,tayara
0.0,Jardins El Menzah,Ariana,,,tayara
510000.0,Mrezga,nabeul,,,tayara
419999.0,tunis,tunis,,,tayara
0.0,Ras Jebel,Bizerte,,,tayara
900000.0,Ras Jebel,Bizerte,,,tayara
230000.0,Ras Jebel,Bizerte,,,tayara
5000.0,Bizerte,Bizerte,,,tayara
68400.0,Ariana Ville,Ariana,,,tayara
365000.0,Ghar El Melh,Bizerte,,,tayara
350000.0,Ras Jebel,Bizerte,,,tayara
340000.0,Ras Jebel,Bizerte,,,tayara
1600.0,Centre Urbain Nord,Tunis,,,tayara
320000.0,tunis,tunis,,,tayara
800.0,Ezzahra,Ben Arous,,,tayara
215000.0,Sfax,Sfax,,,tayara
5050.0,tunis,tunis,,,tayara
1800.0,La Marsa,Tunis,,,tayara
1300.0,Medina Jedida,Ben Arous,,,tayara
350.0,Mnihla,Ariana,,,tayara
1900000.0,Menzel Bouzelfa,Nabeul,,,tayara
178000.0,El Mourouj 1,Ben Arous,,,tayara
800000.0,Radès,Ben Arous,,,tayara
125400.0,Mohamedia,Ben Arous,,,tayara
89.0,Mohamedia,Ben Arous,,,tayara
800.0,Mrezga,Nabeul,,,tayara
135000.0,El Mourouj,Ben Arous,,,tayara
130000.0,El Mourouj 1,Ben Arous,,,tayara
114999.0,El Mourouj 5,Ben Arous,,,tayara
375000.0,Fouchana,Ben Arous,,,tayara
45000.0,tunis,tunis,,,tayara
450.0,Hammam Sousse,Sousse,,,tayara
4000.0,Fouchana,Ben Arous,,,tayara
23000.0,El Mourouj 3,Ben Arous,,,tayara
18000.0,El Mourouj 6,Ben Arous,,,tayara
295000.0,El Mourouj 6,Ben Arous,,,tayara
600.0,Mohamedia,Ben Arous,,,tayara
750.0,Mohamedia,Ben Arous,,,tayara
0.0,Mornag,Ben Arous,,,tayara
1250.0,Hammam Sousse,Sousse,,,tayara
2200.0,Sahloul,Sousse,,,tayara
600.0,Ariana Essoughra,Ariana,,,tayara
850.0,Khzema,Sousse,,,tayara
700.0,Sousse corniche,Sousse,,,tayara
1500.0,Chatt mariem,Sousse,,,tayara
200000.0,Sousse corniche,Sousse,,,tayara
0.0,La Goulette,Tunis,,,tayara
353000.0,Chatt mariem,Sousse,,,tayara
12345.0,Mnihla,Ariana,,,tayara
0.0,Route Mehdia,Sfax,,,tayara
0.0,Tunis,Tunis,,,tayara
0.0,Djerba Houmt Souk,Médenine,,,tayara
0.0,Djerba Midoun,Médenine,,,tayara
0.0,Djerba Houmt Souk,Médenine,,,tayara
1200.0,Ariana,Ariana,,,tayara
1.0,Route Tunis,Sfax,,,tayara
300000.0,El Menzah 1,Tunis,,,tayara
0.0,L Aouina,Tunis,,,tayara
0.0,Mnihla,Ariana,,,tayara
1.0,Route MANZEL CHAKER,Sfax,,,tayara
600.0,Ghazela,Ariana,,,tayara
200.0,tunis,tunis,,,tayara
800.0,Carthage,Tunis,,,tayara
1350.0,Mégrine,Ben Arous,,,tayara
310.0,Ksar Hellal,Monastir,,,tayara
350.0,Chatt mariem,Sousse,,,tayara
370.0,Bekalta,Monastir,,,tayara
350.0,Route MANZEL CHAKER,Sfax,,,tayara
260000.0,Borj Cedria,Ben Arous,,,tayara
832000.0,tunis,tunis,,,tayara
2.0,Mornag,Ben Arous,,,tayara
360000.0,tunis,tunis,,,tayara
145000.0,Centre Ville Lafayette,Tunis,,,tayara
500.0,Sakiet Ezzit,Sfax,,,tayara
0.0,Bizerte,Bizerte,,,tayara
179.0,Korba,Nabeul,,,tayara
375000.0,Bizerte Nord,Bizerte,,,tayara
100.0,El Haouaria,Nabeul,,,tayara
900.0,El Menzah 9,Tunis,,,tayara
380.0,Douar Hicher,La Manouba,,,tayara
270000.0,Cité Hedi Nouira,Ariana,,,tayara
630.0,Ben Arous,Ben Arous,,,tayara
0.0,Route MANZEL CHAKER,Sfax,,,tayara
630.0,Ghazela,Ariana,,,tayara
950000.0,Hergla,Sousse,,,tayara
1150.0,Ain Zaghouan Nord,Tunis,,,tayara
1100.0,La Soukra,Ariana,,,tayara
1200.0,La Soukra,Ariana,,,tayara
20.0,Ksar Said,Tunis,,,tayara
420.0,Le Bardo,Tunis,,,tayara
160.0,El Alia,Bizerte,,,tayara
1.0,Djerba Midoun,Médenine,,,tayara
44000.0,Gabès Sud,Gabès,,,tayara
860.0,tunis,tunis,,,tayara
650.0,Autres Villes,Tunis,,,tayara
3900.0,Tunis,Tunis,,,tayara
1000.0,tunis,tunis,,,tayara
2000.0,La Soukra,Ariana,,,tayara
423000000.0,Ghazela,Ariana,,,tayara
0.0,Dar Châabane El Fehri,Nabeul,,,tayara
160000.0,Bekalta,Monastir,,,tayara
170.0,Radès,Ben Arous,,,tayara
140.0,tunis,tunis,,,tayara
140.0,tunis,tunis,,,tayara
320.0,Kalaâ Kebira,Sousse,,,tayara
300000.0,Sousse Riadh,Sousse,,,tayara
1400000.0,Gabès Sud,Gabès,,,tayara
200000.0,Sidi Hassine,Tunis,,,tayara
8500.0,Lac 1,Tunis,,,tayara
111.0,Fouchana,Ben Arous,,,tayara
42700.0,Chebba,Mahdia,,,tayara
2500.0,Mégrine,Ben Arous,,,tayara
0.0,Monastir,Monastir,,,tayara
0.0,Monastir,Monastir,,,tayara
70000.0,Fouchana,Ben Arous,,,tayara
0.0,Djerba Houmt Souk,Médenine,,,tayara
0.0,Autres Villes,Ariana,,,tayara
15000.0,ROUTE SALTANIA,Sfax,,,tayara
225000.0,Route Menzel Chaker,Sfax,,,tayara
114000.0,Sfax,Sfax,,,tayara
60.0,La Marsa,Tunis,,,tayara
845000.0,Riadh Andalous,Ariana,,,tayara
110.0,Fouchana,Ben Arous,,,tayara
80.0,El Mourouj 1,Ben Arous,,,tayara
80.0,El Mourouj,Ben Arous,,,tayara
0.0,Sidi Hassine,Tunis,,,tayara
830000.0,Lac 2,Tunis,,,tayara
182.0,Radès,Ben Arous,,,tayara
3.0,Sousse,Sousse,,,tayara
0.0,Sousse,Sousse,,,tayara
65.0,Cité El Khadra,Tunis,,,tayara
650.0,Mornag,Ben Arous,,,tayara
200000.0,Sfax,Sfax,,,tayara
255000.0,Sfax,Sfax,,,tayara
410000.0,Sfax,Sfax,,,tayara
850000.0,Sfax,Sfax,,,tayara
170.0,Sidi Thabet,Ariana,,,tayara
1.0,Ariana Essoughra,Ariana,,,tayara
155000.0,Tunis,Tunis,,,tayara
470.0,Mnihla,Ariana,,,tayara
1.0,Menzel Bourguiba,Bizerte,,,tayara
650.0,Ras Jebel,Bizerte,,,tayara
750.0,Sakiet Ezzit,Sfax,,,tayara
600.0,tunis,tunis,,,tayara
1.0,Gabès Sud,Gabès,,,tayara
275840.0,Medina Jedida,Ben Arous,,,tayara
300.0,Sfax,Sfax,,,tayara
850000.0,Sakiet Eddaïer,Sfax,,,tayara
172820.0,Medina Jedida,Ben Arous,,,tayara
195000.0,Sfax Ville,Sfax,,,tayara
3500.0,tunis,tunis,,,tayara
0.0,Kalaâ Kebira,Sousse,,,tayara
1050.0,Centre Urbain Nord,Tunis,,,tayara
0.0,tunis,tunis,,,tayara
670.0,Fouchana,Ben Arous,,,tayara
470.0,Ezzahra,Ben Arous,,,tayara
0.0,Route MANZEL CHAKER,Sfax,,,tayara
2800.0,Route de GABES,Sfax,,,tayara
120000.0,Route de GABES,Sfax,,,tayara
85000.0,Route El Afrane,Sfax,,,tayara
85000.0,Route El Afrane,Sfax,,,tayara
700.0,Sahline,Monastir,,,tayara
0.0,Mahrès,Sfax,,,tayara
500.0,Raoued,Ariana,,,tayara
60.0,Gabès Sud,Gabès,,,tayara
520000.0,Menzel Temime,Nabeul,,,tayara
0.0,El Menzah 5,Ariana,,,tayara
1350.0,Cité Ennasr 2,Ariana,,,tayara
240.0,Route de l'aéroport,Sfax,,,tayara
1.0,Mohamedia,Ben Arous,,,tayara
70000.0,Agba,Tunis,,,tayara
200.0,Medina Jedida,Ben Arous,,,tayara
0.0,tunis,tunis,,,tayara
1.0,Mohamedia,Ben Arous,,,tayara
0.0,El Ouardia,Tunis,,,tayara
0.0,Ariana,Ariana,,,tayara
62000.0,Kélibia,Nabeul,,,tayara
850.0,Ettahrir,Tunis,,,tayara
368500.0,tunis,tunis,,,tayara
360000.0,Akouda,Sousse,,,tayara
750.0,El Mourouj 6,Ben Arous,,,tayara
140000.0,Mornag,Ben Arous,,,tayara
2000.0,Centre Ville Lafayette,Tunis,,,tayara
0.0,Sahloul,Sousse,,,tayara
183000.0,Hammam Lif,Ben Arous,,,tayara
1.0,tunis,tunis,,,tayara
1200.0,Nabeul,Nabeul,,,tayara
2500.0,Le Bardo,Tunis,,,tayara
290000.0,Akouda,Sousse,,,tayara
190.0,Hergla,Sousse,,,tayara
0.0,La Soukra,Ariana,,,tayara
1500.0,Kantaoui,Sousse,,,tayara
3500.0,Le Bardo,Tunis,,,tayara
550.0,Sidi Hassine,Tunis,,,tayara
6500.0,Charguia 1,Ariana,,,tayara
11.0,La Marsa,Tunis,,,tayara
470000.0,El Ouardia,Tunis,,,tayara
80.0,Sousse corniche,Sousse,,,tayara
1350.0,Cité Ennasr 2,Ariana,,,tayara
500.0,Sidi Thabet,Ariana,,,tayara
3400.0,Riadh Andalous,Ariana,,,tayara
0.0,Le Bardo,Tunis,,,tayara
0.0,Le Kram,Tunis,,,tayara
460000.0,Route El Afrane,Sfax,,,tayara
650000.0,Ghazela,Ariana,,,tayara
135000.0,Kantaoui,Sousse,,,tayara
3500000.0,Lac 1,Tunis,,,tayara
715000.0,Gammarth,Tunis,,,tayara
420.0,Akouda,Sousse,,,tayara
240000.0,L Aouina,Tunis,,,tayara
270000.0,Tunis,Tunis,,,tayara
650.0,Tunis Belvedere,Tunis,,,tayara
850.0,Cité El Khadra,Tunis,,,tayara
0.0,Bizerte Nord,Bizerte,,,tayara
330.0,Le Bardo,Tunis,,,tayara
450.0,Bizerte,Bizerte,,,tayara
1500.0,Radès,Ben Arous,,,tayara
0.0,Cité Ennasr 2,Ariana,,,tayara
0.0,Ennasr,Ariana,,,tayara
0.0,Cité Ennasr 2,Ariana,,,tayara
1600.0,Cité Ennasr 2,Ariana,,,tayara
3900000.0,Gammarth,Tunis,,,tayara
185.0,L Aouina,Tunis,,,tayara
500.0,Ariana Essoughra,Ariana,,,tayara
800.0,L Aouina,Tunis,,,tayara
1000.0,Khzema,Sousse,,,tayara
1800.0,tunis,tunis,,,tayara
4.0,Moknine,Monastir,,,tayara
850.0,Nabeul,Nabeul,,,tayara
1600.0,La Soukra,Ariana,,,tayara
850.0,Bab Souika,Tunis,,,tayara
-1.0,tunis,tunis,,,tayara
800.0,tunis,tunis,,,tayara
426000.0,Chotrana 1,Ariana,,,tayara
275000.0,Mahdia,Mahdia,,,tayara
385000.0,Mahdia,Mahdia,,,tayara
800.0,Mahdia,Mahdia,,,tayara
700.0,tunis,tunis,,,tayara
414200.0,Mahdia,Mahdia,,,tayara
0.0,Mahdia,Mahdia,,,tayara
270000.0,Mahdia,Mahdia,,,tayara
0.0,Mahdia,Mahdia,,,tayara
50.0,Route Menzel Chaker,Sfax,,,tayara
950000.0,tunis,tunis,,,tayara
70000.0,Testour,Béja,,,tayara
400.0,Mnihla,Ariana,,,tayara
900.0,L Aouina,Tunis,,,tayara
400.0,Sidi Thabet,Ariana,,,tayara
1298.0,L Aouina,Tunis,,,tayara
230000.0,Sfax,Sfax,,,tayara
175000.0,Sfax,Sfax,,,tayara
300.0,Cité Ennasr 2,Ariana,,,tayara
128000.0,Tunis,Tunis,,,tayara
1500.0,Akouda,Sousse,,,tayara
1.0,El Omrane Supérieur,Tunis,,,tayara
800.0,Bizerte Nord,Bizerte,,,tayara
365000.0,Mahdia,Mahdia,,,tayara
680.0,tunis,tunis,,,tayara
2600.0,Gammarth,Tunis,,,tayara
1500.0,La Marsa,Tunis,,,tayara
95000.0,Akouda,Sousse,,,tayara
0.0,Hammam Sousse,Sousse,,,tayara
1050000.0,Mahdia,Mahdia,,,tayara
0.0,Sousse Médina,Sousse,,,tayara
0.0,Khzema,Sousse,,,tayara
750000.0,Kalaâ Kebira,Sousse,,,tayara
0.0,Kalaâ Kebira,Sousse,,,tayara
360000.0,Sousse,Sousse,,,tayara
850000.0,Kalaâ Kebira,Sousse,,,tayara
0.0,Chatt mariem,Sousse,,,tayara
900000.0,Sousse,Sousse,,,tayara
315000.0,Chatt mariem,Sousse,,,tayara
700000.0,Sousse Jawhara,Sousse,,,tayara
0.0,Chatt mariem,Sousse,,,tayara
750000.0,Khzema,Sousse,,,tayara
0.0,Sidi Bou Ali,Sousse,,,tayara
220000.0,Kalaâ Kebira,Sousse,,,tayara
0.0,Chatt mariem,Sousse,,,tayara
0.0,Hammam Sousse,Sousse,,,tayara
0.0,Akouda,Sousse,,,tayara
0.0,Chatt mariem,Sousse,,,tayara
0.0,Chatt mariem,Sousse,,,tayara
240000.0,Sousse Médina,Sousse,,,tayara
0.0,Kalaâ Kebira,Sousse,,,tayara
85000.0,Kélibia,Nabeul,,,tayara
0.0,Raoued,Ariana,,,tayara
150.0,Djerba Midoun,Médenine,,,tayara
850.0,Agareb,Sfax,,,tayara
2850000.0,Mornag,Ben Arous,,,tayara
0.0,tunis,tunis,,,tayara
50.0,Tunis,Tunis,,,tayara
350000.0,tunis,tunis,,,tayara
750.0,Tunis,Tunis,,,tayara
140000.0,Route MANZEL CHAKER,Sfax,,,tayara
1100.0,L Aouina,Tunis,,,tayara
150.0,Kairouan Nord,Kairouan,,,tayara
0.0,Bekalta,Monastir,,,tayara
80.0,El Mourouj 6,Ben Arous,,,tayara
800000.0,La Marsa,Tunis,,,tayara
630.0,Medina Jedida,Ben Arous,,,tayara
75.0,Gizen,Médenine,,,tayara
1400.0,L Aouina,Tunis,,,tayara
80.0,El Mourouj 1,Ben Arous,,,tayara
80.0,tunis,tunis,,,tayara
350.0,Le Bardo,Tunis,,,tayara
1200.0,L Aouina,Tunis,,,tayara
260000.0,L Aouina,Tunis,,,tayara
495.0,Mnihla,Ariana,,,tayara
3000.0,Montplaisir,Tunis,,,tayara
1800.0,Hammam Sousse,Sousse,,,tayara
4000.0,Montplaisir,Tunis,,,tayara
1234.0,La Marsa,Tunis,,,tayara
3550.0,Montplaisir,Tunis,,,tayara
11.0,L Aouina,Tunis,,,tayara
125000.0,Sidi Thabet,Ariana,,,tayara
850.0,tunis,tunis,,,tayara
1.0,El Mourouj,Ben Arous,,,tayara
285.0,Kef Ouest,Le Kef,,,tayara
5500.0,La Marsa,Tunis,,,tayara
420.0,Tunis,Tunis,,,tayara
1500.0,Jardins De Carthage,Tunis,,,tayara
1920.0,Cité El Khadra,Tunis,,,tayara
900.0,Sahloul,Sousse,,,tayara
600.0,Ezzouhour,Tunis,,,tayara
13500000.0,Gabès Ouest,Gabès,,,tayara
750.0,Hammam Sousse,Sousse,,,tayara
295000.0,Hammam Sousse,Sousse,,,tayara
240000.0,Kalaâ Sghira,Sousse,,,tayara
770000.0,Kantaoui,Sousse,,,tayara
720000.0,Hammam Sousse,Sousse,,,tayara
320.0,Chatt mariem,Sousse,,,tayara
235000.0,Chatt mariem,Sousse,,,tayara
62000.0,Autres Villes,Tunis,,,tayara
420000.0,Akouda,Sousse,,,tayara
1200.0,Hammam Sousse,Sousse,,,tayara
350.0,Borj Louzir,Ariana,,,tayara
78.0,L Aouina,Tunis,,,tayara
0.0,La Manouba,La Manouba,,,tayara
450.0,Radès,Ben Arous,,,tayara
0.0,tunis,tunis,,,tayara
2499999.0,Lac 2,Tunis,,,tayara
700000.0,Centre Ville Lafayette,Tunis,,,tayara
620000.0,tunis,tunis,,,tayara
0.0,Le Bardo,Tunis,,,tayara
1400.0,La Soukra,Ariana,,,tayara
250.0,Agba,Tunis,,,tayara
435000.0,Cité Ennasr 2,Ariana,,,tayara
49998.0,Oued Ellil,La Manouba,,,tayara
650.0,Centre Ville Lafayette,Tunis,,,tayara
1200.0,L Aouina,Tunis,,,tayara
780.0,L Aouina,Tunis,,,tayara
0.0,Kantaoui,Sousse,,,tayara
0.0,Chatt mariem,Sousse,,,tayara
1200.0,Jardins De Carthage,Tunis,,,tayara
1600.0,Mutuelleville,Tunis,,,tayara
10000.0,Radès,Ben Arous,,,tayara
1300.0,Mégrine,Ben Arous,,,tayara
1550.0,Ain Zaghouen,Tunis,,,tayara
1449998.0,Mornag,Ben Arous,,,tayara
1900.0,Jardins De Carthage,Tunis,,,tayara
380.0,Radès,Ben Arous,,,tayara
220000.0,La Soukra,Ariana,,,tayara
1350.0,Centre Urbain Nord,Tunis,,,tayara
1800.0,Centre Urbain Nord,Tunis,,,tayara
4222.0,Centre Urbain Nord,Tunis,,,tayara
7420.0,Lac 1,Tunis,,,tayara
4200.0,Lac 1,Tunis,,,tayara
2500.0,Lac 1,Tunis,,,tayara
4900.0,Lac 1,Tunis,,,tayara
900.0,Ain Zaghouan Nord,Tunis,,,tayara
1800.0,Montplaisir,Tunis,,,tayara
1550.0,Ain Zaghouen,Tunis,,,tayara
1800.0,Montplaisir,Tunis,,,tayara
1500.0,Montplaisir,Tunis,,,tayara
1700.0,Montplaisir,Tunis,,,tayara
2200.0,Lac 2,Tunis,,,tayara
3000.0,Lac 2,Tunis,,,tayara
90000.0,Raoued,Ariana,,,tayara
190.0,Borj Louzir,Ariana,,,tayara
1250.0,Chotrana 2,Ariana,,,tayara
1200.0,Tunis,Tunis,,,tayara
800.0,L Aouina,Tunis,,,tayara
105000.0,Kélibia,Nabeul,,,tayara
820.0,Cite Ennkhilet,Ariana,,,tayara
6900.0,La Marsa,Tunis,,,tayara
1200.0,tunis,tunis,,,tayara
2100.0,Jardins De Carthage,Tunis,,,tayara
1500.0,tunis,tunis,,,tayara
1000.0,L Aouina,Tunis,,,tayara
2500.0,Jardins De Carthage,Tunis,,,tayara
230000.0,Ennasr,Ariana,,,tayara
25000.0,Enfidha,Sousse,,,tayara
1.0,Boumhel,Ben Arous,,,tayara
2500.0,Jardins De Carthage,Tunis,,,tayara
600000.0,Bouficha,Sousse,,,tayara
30.0,Enfidha,Sousse,,,tayara
2400.0,Jardins De Carthage,Tunis,,,tayara
4500.0,La Marsa,Tunis,,,tayara
1200.0,Autres Villes,Ariana,,,tayara
180.0,Fouchana,Ben Arous,,,tayara
2400.0,Jardins De Carthage,Tunis,,,tayara
4000.0,Jardins De Carthage,Tunis,,,tayara
720000.0,Jardins De Carthage,Tunis,,,tayara
1300.0,L Aouina,Tunis,,,tayara
1200000.0,El Omrane,Tunis,,,tayara
0.0,Cité Ennasr 2,Ariana,,,tayara
1200000.0,Chotrana,Ariana,,,tayara
260000.0,tunis,tunis,,,tayara
1500000.0,Autres Villes,Ariana,,,tayara
1000.0,Ariana Essoughra,Ariana,,,tayara
8500.0,tunis,tunis,,,tayara
2400.0,tunis,tunis,,,tayara
3500.0,tunis,tunis,,,tayara
0.0,Borj Louzir,Ariana,,,tayara
370000.0,Les Jardins El Menzah 1,Ariana,,,tayara
630000.0,Ennasr,Ariana,,,tayara
899.0,L Aouina,Tunis,,,tayara
1200.0,El Manar 2,Tunis,,,tayara
1200000.0,tunis,tunis,,,tayara
439000.0,Cité Ennasr 2,Ariana,,,tayara
15000.0,La Marsa,Tunis,,,tayara
0.0,La Soukra,Ariana,,,tayara
1000.0,tunis,tunis,,,tayara
355000.0,La Soukra,Ariana,,,tayara
1300.0,El Menzah 9,Tunis,,,tayara
0.0,tunis,tunis,,,tayara
200000.0,Medina Jedida,Ben Arous,,,tayara
5000.0,Lac 2,Tunis,,,tayara
80.0,Fouchana,Ben Arous,,,tayara
130.0,Route Mehdia,Sfax,,,tayara
9800.0,La Marsa,Tunis,,,tayara
490000.0,L Aouina,Tunis,,,tayara
0.0,Mnihla,Ariana,,,tayara
1200.0,L Aouina,Tunis,,,tayara
1000.0,Bizerte,Bizerte,,,tayara
399.0,Bizerte,Bizerte,,,tayara
7800.0,La Marsa,Tunis,,,tayara
1000.0,Ennasr,Ariana,,,tayara
250000.0,Akouda,Sousse,,,tayara
500.0,Thyna,Sfax,,,tayara
165.0,Béja Sud,Béja,,,tayara
190000.0,Tunis,Tunis,,,tayara
2500.0,Hammam Sousse,Sousse,,,tayara
1100.0,Hammamet,Nabeul,,,tayara
300.0,Sidi Bouzid,Sidi Bouzid,,,tayara
2000.0,tunis,tunis,,,tayara
0.0,Béja,Béja,,,tayara
800.0,tunis,tunis,,,tayara
20.0,Route El Ain,Sfax,,,tayara
3100.0,tunis,tunis,,,tayara
97000.0,El Haouaria,Nabeul,,,tayara
70.0,Mahdia,Mahdia,,,tayara
440.0,Bou Argoub,Nabeul,,,tayara
128000.0,Boumhel,Ben Arous,,,tayara
1.0,Route MANZEL CHAKER,Sfax,,,tayara
4000.0,El Menzah 9,Tunis,,,tayara
0.0,Route El Ain,Sfax,,,tayara
0.0,Route Menzel Chaker,Sfax,,,tayara
600.0,El Mourouj 1,Ben Arous,,,tayara
370000.0,Chotrana,Ariana,,,tayara
550.0,Hammamet Centre,Nabeul,,,tayara
105000.0,Route El Ain,Sfax,,,tayara
10110102000.0,Bab Souika,Tunis,,,tayara
550.0,El Mourouj,Ben Arous,,,tayara
550.0,Oued Ellil,La Manouba,,,tayara
0.0,Jemmal,Monastir,,,tayara
0.0,Sakiet Ezzit,Sfax,,,tayara
1100.0,Gabès Sud,Gabès,,,tayara
57000.0,Hammamet,Nabeul,,,tayara
550.0,Médenine Sud,Médenine,,,tayara
1.0,Ariana Ville,Ariana,,,tayara
60.0,L Aouina,Tunis,,,tayara
1111111.0,Mezzouna,Sidi Bouzid,,,tayara
250000.0,tunis,tunis,,,tayara
180000.0,Béni Khiar,Nabeul,,,tayara
350.0,Hammam Sousse,Sousse,,,tayara
950.0,Alain Savary,Tunis,,,tayara
950.0,La Marsa,Tunis,,,tayara
0.0,Akouda,Sousse,,,tayara
0.0,Akouda,Sousse,,,tayara
0.0,Akouda,Sousse,,,tayara
0.0,Akouda,Sousse,,,tayara
0.0,Akouda,Sousse,,,tayara
140.0,Autres Villes,Tunis,,,tayara
0.0,Akouda,Sousse,,,tayara
1799.0,Lac 2,Tunis,,,tayara
690.0,Kélibia,Nabeul,,,tayara
1500.0,Lac 1,Tunis,,,tayara
1000.0,La Marsa,Tunis,,,tayara
0.0,El Menzah 1,Tunis,,,tayara
299000.0,L Aouina,Tunis,,,tayara
750000.0,Mrezga,Nabeul,,,tayara
350.0,Route SOKRA,Sfax,,,tayara
10.0,Cité jardin,Tunis,,,tayara
360000.0,Sidi El Béchir,Tunis,,,tayara
480000.0,Djerba Midoun,Médenine,,,tayara
260000.0,Hergla,Sousse,,,tayara
700.0,El Mourouj 6,Ben Arous,,,tayara
470000000.0,Borj El Amri,La Manouba,,,tayara
1500.0,Autres Villes,Tunis,,,tayara
900.0,tunis,tunis,,,tayara
450.0,Djerba Midoun,Médenine,,,tayara
390000.0,Raoued,Ariana,,,tayara
550000.0,Tezdaine,Médenine,,,tayara
0.0,Cité Ennasr 2,Ariana,,,tayara
900.0,Denden,La Manouba,,,tayara
1200.0,Sidi Bou Ali,Sousse,,,tayara
540000.0,Riadh Andalous,Ariana,,,tayara
2000.0,Sidi Daoud,Tunis,,,tayara
99.0,Route TANIOUR,Sfax,,,tayara
350.0,Ariana,Ariana,,,tayara
900.0,L Aouina,Tunis,,,tayara
300.0,Mnihla,Ariana,,,tayara
1850000.0,Mégrine,Ben Arous,,,tayara
2200.0,Mornag,Ben Arous,,,tayara
700.0,tunis,tunis,,,tayara
400000.0,Nabeul,Nabeul,,,tayara
350.0,Mornag,Ben Arous,,,tayara
700.0,Le Bardo,Tunis,,,tayara
85.0,Hammam Sousse,Sousse,,,tayara
330000.0,Menzel Temime,Nabeul,,,tayara
2000.0,La Soukra,Ariana,,,tayara
2000.0,El Manar 1,Tunis,,,tayara
450.0,Sidi Thabet,Ariana,,,tayara
400.0,Borj Louzir,Ariana,,,tayara
75000.0,Ain Zaghouen,Tunis,,,tayara
900.0,Mnihla,Ariana,,,tayara
850.0,Tunis,Tunis,,,tayara
330000.0,La Manouba,La Manouba,,,tayara
950000.0,Le Bardo,Tunis,,,tayara
1.0,Centre Ville Lafayette,Tunis,,,tayara
12000.0,Centre Urbain Nord,Tunis,,,tayara
0.0,Gabès,Gabès,,,tayara
1200.0,Ain Zaghouen,Tunis,,,tayara
1111111.0,Hraïria,Tunis,,,tayara
300.0,Radès,Ben Arous,,,tayara
1300.0,La Marsa,Tunis,,,tayara
1.0,Tunis Belvedere,Tunis,,,tayara
2300.0,Lac 1,Tunis,,,tayara
3200.0,Lac 1,Tunis,,,tayara
11700.0,Lac 2,Tunis,,,tayara
1150000.0,Gammarth,Tunis,,,tayara
2700.0,Lac 1,Tunis,,,tayara
0.0,Le Kram,Tunis,,,tayara
2500.0,Lac 2,Tunis,,,tayara
4900.0,Lac 1,Tunis,,,tayara
2900.0,Lac 1,Tunis,,,tayara
3600.0,Lac 2,Tunis,,,tayara
6000.0,Lac 1,Tunis,,,tayara
800000.0,tunis,tunis,,,tayara
160000.0,Kalaâ Kebira,Sousse,,,tayara
1.0,Ben Arous,Ben Arous,,,tayara
220000.0,Ghazela,Ariana,,,tayara
550.0,Kantaoui,Sousse,,,tayara
45000.0,Centre Ville Lafayette,Tunis,,,tayara
100000.0,Grombalia,Nabeul,,,tayara
170000.0,Bizerte,Bizerte,,,tayara
0.0,Boumhel,Ben Arous,,,tayara
0.0,Autres Villes,Ariana,,,tayara
1.0,Bizerte,Bizerte,,,tayara
400.0,Bizerte,Bizerte,,,tayara
600.0,Monastir,Monastir,,,tayara
